ECS_Version,Indexed,Field_Set,Field,Type,Level,Normalization,Example,Description,Id
9.1.0-dev,TRUE,process,process.pe.go_import_hash,keyword,extended,,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in a PE file.,field0947
9.1.0-dev,TRUE,process,process.pe.go_imports,flattened,extended,,,List of imported Go language element names and types.,field0948
9.1.0-dev,TRUE,process,process.pe.go_imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of Go imports.,field0949
9.1.0-dev,TRUE,process,process.pe.go_imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of Go imports.,field0950
9.1.0-dev,TRUE,process,process.pe.go_stripped,boolean,extended,,,Whether the file is a stripped or obfuscated Go executable.,field0951
9.1.0-dev,TRUE,process,process.pe.imphash,keyword,extended,,0c6803c4e922103c4dca5963aad36ddf,A hash of the imports in a PE file.,field0952
9.1.0-dev,TRUE,process,process.pe.import_hash,keyword,extended,,d41d8cd98f00b204e9800998ecf8427e,A hash of the imports in a PE file.,field0953
9.1.0-dev,TRUE,process,process.pe.imports,flattened,extended,array,,List of imported element names and types.,field0954
9.1.0-dev,TRUE,process,process.pe.imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of imported element names and types.,field0955
9.1.0-dev,TRUE,process,process.pe.imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of imported element names and types.,field0956
9.1.0-dev,TRUE,process,process.pe.original_file_name,keyword,extended,,MSPAINT.EXE,"Internal name of the file, provided at compile-time.",field0957
9.1.0-dev,TRUE,process,process.pe.pehash,keyword,extended,,73ff189b63cd6be375a7ff25179a38d347651975,A hash of the PE header and data from one or more PE sections.,field0958
9.1.0-dev,TRUE,process,process.pe.product,keyword,extended,,Microsoft® Windows® Operating System,"Internal product name of the file, provided at compile-time.",field0959
9.1.0-dev,TRUE,process,process.pe.sections,nested,extended,array,,Section information of the PE file.,field0960
9.1.0-dev,TRUE,process,process.pe.sections.entropy,long,extended,,,Shannon entropy calculation from the section.,field0961
9.1.0-dev,TRUE,process,process.pe.sections.name,keyword,extended,,,PE Section List name.,field0962
9.1.0-dev,TRUE,process,process.pe.sections.physical_size,long,extended,,,PE Section List physical size.,field0963
9.1.0-dev,TRUE,process,process.pe.sections.var_entropy,long,extended,,,Variance for Shannon entropy calculation from the section.,field0964
9.1.0-dev,TRUE,process,process.pe.sections.virtual_size,long,extended,,,PE Section List virtual size. This is always the same as `physical_size`.,field0965
9.1.0-dev,TRUE,process,process.pid,long,core,,4242,Process id.,field0966
9.1.0-dev,TRUE,process,process.previous.args,keyword,extended,array,"[""/usr/bin/ssh"", ""-l"", ""user"", ""10.0.0.16""]",Array of process arguments.,field0967
9.1.0-dev,TRUE,process,process.previous.args_count,long,extended,,4,Length of the process.args array.,field0968
9.1.0-dev,TRUE,process,process.previous.executable,keyword,extended,,/usr/bin/ssh,Absolute path to the process executable.,field0969
9.1.0-dev,TRUE,process,process.previous.executable.text,match_only_text,extended,,/usr/bin/ssh,Absolute path to the process executable.,field0970
9.1.0-dev,TRUE,process,process.real_group.id,keyword,extended,,,Unique identifier for the group on the system/platform.,field0971
9.1.0-dev,TRUE,process,process.real_group.name,keyword,extended,,,Name of the group.,field0972
9.1.0-dev,TRUE,process,process.real_user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.,field0973
9.1.0-dev,TRUE,process,process.real_user.name,keyword,core,,a.einstein,Short name or login of the user.,field0974
9.1.0-dev,TRUE,process,process.real_user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.,field0975
9.1.0-dev,TRUE,process,process.saved_group.id,keyword,extended,,,Unique identifier for the group on the system/platform.,field0976
9.1.0-dev,TRUE,process,process.saved_group.name,keyword,extended,,,Name of the group.,field0977
9.1.0-dev,TRUE,process,process.saved_user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.,field0978
9.1.0-dev,TRUE,process,process.saved_user.name,keyword,core,,a.einstein,Short name or login of the user.,field0979
9.1.0-dev,TRUE,process,process.saved_user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.,field0980
9.1.0-dev,TRUE,process,process.session_leader.args,keyword,extended,array,"[""/usr/bin/ssh"", ""-l"", ""user"", ""10.0.0.16""]",Array of process arguments.,field0981
9.1.0-dev,TRUE,process,process.session_leader.args_count,long,extended,,4,Length of the process.args array.,field0982
9.1.0-dev,TRUE,process,process.session_leader.command_line,wildcard,extended,,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.,field0983
9.1.0-dev,TRUE,process,process.session_leader.command_line.text,match_only_text,extended,,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.,field0984
9.1.0-dev,TRUE,process,process.session_leader.entity_id,keyword,extended,,c2c455d9f99375d,Unique identifier for the process.,field0985
9.1.0-dev,TRUE,process,process.session_leader.executable,keyword,extended,,/usr/bin/ssh,Absolute path to the process executable.,field0986
9.1.0-dev,TRUE,process,process.session_leader.executable.text,match_only_text,extended,,/usr/bin/ssh,Absolute path to the process executable.,field0987
9.1.0-dev,TRUE,process,process.session_leader.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.,field0988
9.1.0-dev,TRUE,process,process.session_leader.group.name,keyword,extended,,,Name of the group.,field0989
9.1.0-dev,TRUE,process,process.session_leader.interactive,boolean,extended,,TRUE,Whether the process is connected to an interactive shell.,field0990
9.1.0-dev,TRUE,process,process.session_leader.name,keyword,extended,,ssh,Process name.,field0991
9.1.0-dev,TRUE,process,process.session_leader.name.text,match_only_text,extended,,ssh,Process name.,field0992
9.1.0-dev,TRUE,process,process.session_leader.parent.entity_id,keyword,extended,,c2c455d9f99375d,Unique identifier for the process.,field0993
9.1.0-dev,TRUE,process,process.session_leader.parent.pid,long,core,,4242,Process id.,field0994
9.1.0-dev,TRUE,process,process.session_leader.parent.session_leader.entity_id,keyword,extended,,c2c455d9f99375d,Unique identifier for the process.,field0995
9.1.0-dev,TRUE,process,process.session_leader.parent.session_leader.pid,long,core,,4242,Process id.,field0996
9.1.0-dev,TRUE,process,process.session_leader.parent.session_leader.start,date,extended,,2016-05-23T08:05:34.853Z,The time the process started.,field0997
9.1.0-dev,TRUE,process,process.session_leader.parent.session_leader.vpid,long,core,,4242,Virtual process id.,field0998
9.1.0-dev,TRUE,process,process.session_leader.parent.start,date,extended,,2016-05-23T08:05:34.853Z,The time the process started.,field0999
9.1.0-dev,TRUE,process,process.session_leader.parent.vpid,long,core,,4242,Virtual process id.,field1000
9.1.0-dev,TRUE,process,process.session_leader.pid,long,core,,4242,Process id.,field1001
9.1.0-dev,TRUE,process,process.session_leader.real_group.id,keyword,extended,,,Unique identifier for the group on the system/platform.,field1002
9.1.0-dev,TRUE,process,process.session_leader.real_group.name,keyword,extended,,,Name of the group.,field1003
9.1.0-dev,TRUE,process,process.session_leader.real_user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.,field1004
9.1.0-dev,TRUE,process,process.session_leader.real_user.name,keyword,core,,a.einstein,Short name or login of the user.,field1005
9.1.0-dev,TRUE,process,process.session_leader.real_user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.,field1006
9.1.0-dev,TRUE,process,process.session_leader.same_as_process,boolean,extended,,TRUE,This boolean is used to identify if a leader process is the same as the top level process.,field1007
9.1.0-dev,TRUE,process,process.session_leader.saved_group.id,keyword,extended,,,Unique identifier for the group on the system/platform.,field1008
9.1.0-dev,TRUE,process,process.session_leader.saved_group.name,keyword,extended,,,Name of the group.,field1009
9.1.0-dev,TRUE,process,process.session_leader.saved_user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.,field1010
9.1.0-dev,TRUE,process,process.session_leader.saved_user.name,keyword,core,,a.einstein,Short name or login of the user.,field1011
9.1.0-dev,TRUE,process,process.session_leader.saved_user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.,field1012
9.1.0-dev,TRUE,process,process.session_leader.start,date,extended,,2016-05-23T08:05:34.853Z,The time the process started.,field1013
9.1.0-dev,TRUE,process,process.session_leader.supplemental_groups.id,keyword,extended,,,Unique identifier for the group on the system/platform.,field1014
9.1.0-dev,TRUE,process,process.session_leader.supplemental_groups.name,keyword,extended,,,Name of the group.,field1015
9.1.0-dev,TRUE,process,process.session_leader.tty,object,extended,,,Information about the controlling TTY device.,field1016
9.1.0-dev,TRUE,process,process.session_leader.tty.char_device.major,long,extended,,4,The TTY character device's major number.,field1017
9.1.0-dev,TRUE,process,process.session_leader.tty.char_device.minor,long,extended,,1,The TTY character device's minor number.,field1018
9.1.0-dev,TRUE,process,process.session_leader.user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.,field1019
9.1.0-dev,TRUE,process,process.session_leader.user.name,keyword,core,,a.einstein,Short name or login of the user.,field1020
9.1.0-dev,TRUE,process,process.session_leader.user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.,field1021
9.1.0-dev,TRUE,process,process.session_leader.vpid,long,core,,4242,Virtual process id.,field1022
9.1.0-dev,TRUE,process,process.session_leader.working_directory,keyword,extended,,/home/alice,The working directory of the process.,field1023
9.1.0-dev,TRUE,process,process.session_leader.working_directory.text,match_only_text,extended,,/home/alice,The working directory of the process.,field1024
9.1.0-dev,TRUE,process,process.start,date,extended,,2016-05-23T08:05:34.853Z,The time the process started.,field1025
9.1.0-dev,TRUE,process,process.supplemental_groups.id,keyword,extended,,,Unique identifier for the group on the system/platform.,field1026
9.1.0-dev,TRUE,process,process.supplemental_groups.name,keyword,extended,,,Name of the group.,field1027
9.1.0-dev,TRUE,process,process.thread.capabilities.effective,keyword,extended,array,"[""CAP_BPF"", ""CAP_SYS_ADMIN""]",Array of capabilities used for permission checks.,field1028
9.1.0-dev,TRUE,process,process.thread.capabilities.permitted,keyword,extended,array,"[""CAP_BPF"", ""CAP_SYS_ADMIN""]",Array of capabilities a thread could assume.,field1029
9.1.0-dev,TRUE,process,process.thread.id,long,extended,,4242,Thread ID.,field1030
9.1.0-dev,TRUE,process,process.thread.name,keyword,extended,,thread-0,Thread name.,field1031
9.1.0-dev,TRUE,process,process.title,keyword,extended,,,Process title.,field1032
9.1.0-dev,TRUE,process,process.title.text,match_only_text,extended,,,Process title.,field1033
9.1.0-dev,TRUE,process,process.tty,object,extended,,,Information about the controlling TTY device.,field1034
9.1.0-dev,TRUE,process,process.tty.char_device.major,long,extended,,4,The TTY character device's major number.,field1035
9.1.0-dev,TRUE,process,process.tty.char_device.minor,long,extended,,1,The TTY character device's minor number.,field1036
9.1.0-dev,TRUE,process,process.tty.columns,long,extended,,80,The number of character columns per line. e.g terminal width,field1037
9.1.0-dev,TRUE,process,process.tty.rows,long,extended,,24,The number of character rows in the terminal. e.g terminal height,field1038
9.1.0-dev,TRUE,process,process.uptime,long,extended,,1325,Seconds the process has been up.,field1039
9.1.0-dev,TRUE,process,process.user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.,field1040
9.1.0-dev,TRUE,process,process.user.name,keyword,core,,a.einstein,Short name or login of the user.,field1041
9.1.0-dev,TRUE,process,process.user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.,field1042
9.1.0-dev,TRUE,process,process.vpid,long,core,,4242,Virtual process id.,field1043
9.1.0-dev,TRUE,process,process.working_directory,keyword,extended,,/home/alice,The working directory of the process.,field1044
9.1.0-dev,TRUE,process,process.working_directory.text,match_only_text,extended,,/home/alice,The working directory of the process.,field1045
9.1.0-dev,TRUE,registry,registry.data.bytes,keyword,extended,,ZQBuAC0AVQBTAAAAZQBuAAAAAAA=,Original bytes written with base64 encoding.,field1046
9.1.0-dev,TRUE,registry,registry.data.strings,wildcard,core,array,"[""C:\rta\red_ttp\bin\myapp.exe""]",List of strings representing what was written to the registry.,field1047
9.1.0-dev,TRUE,registry,registry.data.type,keyword,core,,REG_SZ,Standard registry type for encoding contents,field1048
9.1.0-dev,TRUE,registry,registry.hive,keyword,core,,HKLM,Abbreviated name for the hive.,field1049
9.1.0-dev,TRUE,registry,registry.key,keyword,core,,SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\winword.exe,Hive-relative path of keys.,field1050
9.1.0-dev,TRUE,registry,registry.path,keyword,core,,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\winword.exe\Debugger,"Full path, including hive, key and value",field1051
9.1.0-dev,TRUE,registry,registry.value,keyword,core,,Debugger,Name of the value written.,field1052
9.1.0-dev,TRUE,related,related.hash,keyword,extended,array,,All the hashes seen on your event.,field1053
9.1.0-dev,TRUE,related,related.hosts,keyword,extended,array,,All the host identifiers seen on your event.,field1054
9.1.0-dev,TRUE,related,related.ip,ip,extended,array,,All of the IPs seen on your event.,field1055
9.1.0-dev,TRUE,related,related.user,keyword,extended,array,,All the user names or other user identifiers seen on the event.,field1056
9.1.0-dev,TRUE,rule,rule.author,keyword,extended,array,"[""Star-Lord""]",Rule author,field1057
9.1.0-dev,TRUE,rule,rule.category,keyword,extended,,Attempted Information Leak,Rule category,field1058
9.1.0-dev,TRUE,rule,rule.description,keyword,extended,,Block requests to public DNS over HTTPS / TLS protocols,Rule description,field1059
9.1.0-dev,TRUE,rule,rule.id,keyword,extended,,101,Rule ID,field1060
9.1.0-dev,TRUE,rule,rule.license,keyword,extended,,Apache 2.0,Rule license,field1061
9.1.0-dev,TRUE,rule,rule.name,keyword,extended,,BLOCK_DNS_over_TLS,Rule name,field1062
9.1.0-dev,TRUE,rule,rule.reference,keyword,extended,,https://en.wikipedia.org/wiki/DNS_over_TLS,Rule reference URL,field1063
9.1.0-dev,TRUE,rule,rule.ruleset,keyword,extended,,Standard_Protocol_Filters,Rule ruleset,field1064
9.1.0-dev,TRUE,rule,rule.uuid,keyword,extended,,1100110011,Rule UUID,field1065
9.1.0-dev,TRUE,rule,rule.version,keyword,extended,,1.1,Rule version,field1066
9.1.0-dev,TRUE,server,server.address,keyword,extended,,,Server network address.,field1067
9.1.0-dev,TRUE,server,server.as.number,long,extended,,15169,Unique number allocated to the autonomous system.,field1068
9.1.0-dev,TRUE,server,server.as.organization.name,keyword,extended,,Google LLC,Organization name.,field1069
9.1.0-dev,TRUE,server,server.as.organization.name.text,match_only_text,extended,,Google LLC,Organization name.,field1070
9.1.0-dev,TRUE,server,server.bytes,long,core,,184,Bytes sent from the server to the client.,field1071
9.1.0-dev,TRUE,server,server.domain,keyword,core,,foo.example.com,The domain name of the server.,field1072
9.1.0-dev,TRUE,server,server.geo.city_name,keyword,core,,Montreal,City name.,field1073
9.1.0-dev,TRUE,server,server.geo.continent_code,keyword,core,,NA,Continent code.,field1074
9.1.0-dev,TRUE,server,server.geo.continent_name,keyword,core,,North America,Name of the continent.,field1075
9.1.0-dev,TRUE,server,server.geo.country_iso_code,keyword,core,,CA,Country ISO code.,field1076
9.1.0-dev,TRUE,server,server.geo.country_name,keyword,core,,Canada,Country name.,field1077
9.1.0-dev,TRUE,server,server.geo.location,geo_point,core,,"{ ""lon"": -73.614830, ""lat"": 45.505918 }",Longitude and latitude.,field1078
9.1.0-dev,TRUE,server,server.geo.name,keyword,extended,,boston-dc,User-defined description of a location.,field1079
9.1.0-dev,TRUE,server,server.geo.postal_code,keyword,core,,94040,Postal code.,field1080
9.1.0-dev,TRUE,server,server.geo.region_iso_code,keyword,core,,CA-QC,Region ISO code.,field1081
9.1.0-dev,TRUE,server,server.geo.region_name,keyword,core,,Quebec,Region name.,field1082
9.1.0-dev,TRUE,server,server.geo.timezone,keyword,core,,America/Argentina/Buenos_Aires,Time zone.,field1083
9.1.0-dev,TRUE,server,server.ip,ip,core,,,IP address of the server.,field1084
9.1.0-dev,TRUE,server,server.mac,keyword,core,,00-00-5E-00-53-23,MAC address of the server.,field1085
9.1.0-dev,TRUE,server,server.nat.ip,ip,extended,,,Server NAT ip,field1086
9.1.0-dev,TRUE,server,server.nat.port,long,extended,,,Server NAT port,field1087
9.1.0-dev,TRUE,server,server.packets,long,core,,12,Packets sent from the server to the client.,field1088
9.1.0-dev,TRUE,server,server.port,long,core,,,Port of the server.,field1089
9.1.0-dev,TRUE,server,server.registered_domain,keyword,extended,,example.com,"The highest registered server domain, stripped of the subdomain.",field1090
9.1.0-dev,TRUE,server,server.subdomain,keyword,extended,,east,The subdomain of the domain.,field1091
9.1.0-dev,TRUE,server,server.top_level_domain,keyword,extended,,co.uk,"The effective top level domain (com, org, net, co.uk).",field1092
9.1.0-dev,TRUE,server,server.user.domain,keyword,extended,,,Name of the directory the user is a member of.,field1093
9.1.0-dev,TRUE,server,server.user.email,keyword,extended,,,User email address.,field1094
9.1.0-dev,TRUE,server,server.user.full_name,keyword,extended,,Albert Einstein,"User's full name, if available.",field1095
9.1.0-dev,TRUE,server,server.user.full_name.text,match_only_text,extended,,Albert Einstein,"User's full name, if available.",field1096
9.1.0-dev,TRUE,server,server.user.group.domain,keyword,extended,,,Name of the directory the group is a member of.,field1097
9.1.0-dev,TRUE,server,server.user.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.,field1098
9.1.0-dev,TRUE,server,server.user.group.name,keyword,extended,,,Name of the group.,field1099
9.1.0-dev,TRUE,server,server.user.hash,keyword,extended,,,Unique user hash to correlate information for a user in anonymized form.,field1100
9.1.0-dev,TRUE,server,server.user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.,field1101
9.1.0-dev,TRUE,server,server.user.name,keyword,core,,a.einstein,Short name or login of the user.,field1102
9.1.0-dev,TRUE,server,server.user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.,field1103
9.1.0-dev,TRUE,server,server.user.roles,keyword,extended,array,"[""kibana_admin"", ""reporting_user""]",Array of user roles at the time of the event.,field1104
9.1.0-dev,TRUE,service,service.address,keyword,extended,,172.26.0.2:5432,Address of this service.,field1105
9.1.0-dev,TRUE,service,service.environment,keyword,extended,,production,Environment of the service.,field1106
9.1.0-dev,TRUE,service,service.ephemeral_id,keyword,extended,,8a4f500f,Ephemeral identifier of this service.,field1107
9.1.0-dev,TRUE,service,service.id,keyword,core,,d37e5ebfe0ae6c4972dbe9f0174a1637bb8247f6,Unique identifier of the running service.,field1108
9.1.0-dev,TRUE,service,service.name,keyword,core,,elasticsearch-metrics,Name of the service.,field1109
9.1.0-dev,TRUE,service,service.node.name,keyword,extended,,instance-0000000016,Name of the service node.,field1110
9.1.0-dev,TRUE,service,service.node.role,keyword,extended,,background_tasks,Deprecated role (singular) of the service node.,field1111
9.1.0-dev,TRUE,service,service.node.roles,keyword,extended,array,"[""ui"", ""background_tasks""]",Roles of the service node.,field1112
9.1.0-dev,TRUE,service,service.origin.address,keyword,extended,,172.26.0.2:5432,Address of this service.,field1113
9.1.0-dev,TRUE,service,service.origin.environment,keyword,extended,,production,Environment of the service.,field1114
9.1.0-dev,TRUE,service,service.origin.ephemeral_id,keyword,extended,,8a4f500f,Ephemeral identifier of this service.,field1115
9.1.0-dev,TRUE,service,service.origin.id,keyword,core,,d37e5ebfe0ae6c4972dbe9f0174a1637bb8247f6,Unique identifier of the running service.,field1116
9.1.0-dev,TRUE,service,service.origin.name,keyword,core,,elasticsearch-metrics,Name of the service.,field1117
9.1.0-dev,TRUE,service,service.origin.node.name,keyword,extended,,instance-0000000016,Name of the service node.,field1118
9.1.0-dev,TRUE,service,service.origin.node.role,keyword,extended,,background_tasks,Deprecated role (singular) of the service node.,field1119
9.1.0-dev,TRUE,service,service.origin.node.roles,keyword,extended,array,"[""ui"", ""background_tasks""]",Roles of the service node.,field1120
9.1.0-dev,TRUE,service,service.origin.state,keyword,core,,,Current state of the service.,field1121
9.1.0-dev,TRUE,service,service.origin.type,keyword,core,,elasticsearch,The type of the service.,field1122
9.1.0-dev,TRUE,service,service.origin.version,keyword,core,,3.2.4,Version of the service.,field1123
9.1.0-dev,TRUE,service,service.state,keyword,core,,,Current state of the service.,field1124
9.1.0-dev,TRUE,service,service.target.address,keyword,extended,,172.26.0.2:5432,Address of this service.,field1125
9.1.0-dev,TRUE,service,service.target.environment,keyword,extended,,production,Environment of the service.,field1126
9.1.0-dev,TRUE,service,service.target.ephemeral_id,keyword,extended,,8a4f500f,Ephemeral identifier of this service.,field1127
9.1.0-dev,TRUE,service,service.target.id,keyword,core,,d37e5ebfe0ae6c4972dbe9f0174a1637bb8247f6,Unique identifier of the running service.,field1128
9.1.0-dev,TRUE,service,service.target.name,keyword,core,,elasticsearch-metrics,Name of the service.,field1129
9.1.0-dev,TRUE,service,service.target.node.name,keyword,extended,,instance-0000000016,Name of the service node.,field1130
9.1.0-dev,TRUE,service,service.target.node.role,keyword,extended,,background_tasks,Deprecated role (singular) of the service node.,field1131
9.1.0-dev,TRUE,service,service.target.node.roles,keyword,extended,array,"[""ui"", ""background_tasks""]",Roles of the service node.,field1132
9.1.0-dev,TRUE,service,service.target.state,keyword,core,,,Current state of the service.,field1133
9.1.0-dev,TRUE,service,service.target.type,keyword,core,,elasticsearch,The type of the service.,field1134
9.1.0-dev,TRUE,service,service.target.version,keyword,core,,3.2.4,Version of the service.,field1135
9.1.0-dev,TRUE,service,service.type,keyword,core,,elasticsearch,The type of the service.,field1136
9.1.0-dev,TRUE,service,service.version,keyword,core,,3.2.4,Version of the service.,field1137
9.1.0-dev,TRUE,source,source.address,keyword,extended,,,Source network address.,field1138
9.1.0-dev,TRUE,source,source.as.number,long,extended,,15169,Unique number allocated to the autonomous system.,field1139
9.1.0-dev,TRUE,source,source.as.organization.name,keyword,extended,,Google LLC,Organization name.,field1140
9.1.0-dev,TRUE,source,source.as.organization.name.text,match_only_text,extended,,Google LLC,Organization name.,field1141
9.1.0-dev,TRUE,source,source.bytes,long,core,,184,Bytes sent from the source to the destination.,field1142
9.1.0-dev,TRUE,source,source.domain,keyword,core,,foo.example.com,The domain name of the source.,field1143
9.1.0-dev,TRUE,source,source.geo.city_name,keyword,core,,Montreal,City name.,field1144
9.1.0-dev,TRUE,source,source.geo.continent_code,keyword,core,,NA,Continent code.,field1145
9.1.0-dev,TRUE,source,source.geo.continent_name,keyword,core,,North America,Name of the continent.,field1146
9.1.0-dev,TRUE,source,source.geo.country_iso_code,keyword,core,,CA,Country ISO code.,field1147
9.1.0-dev,TRUE,source,source.geo.country_name,keyword,core,,Canada,Country name.,field1148
9.1.0-dev,TRUE,source,source.geo.location,geo_point,core,,"{ ""lon"": -73.614830, ""lat"": 45.505918 }",Longitude and latitude.,field1149
9.1.0-dev,TRUE,source,source.geo.name,keyword,extended,,boston-dc,User-defined description of a location.,field1150
9.1.0-dev,TRUE,source,source.geo.postal_code,keyword,core,,94040,Postal code.,field1151
9.1.0-dev,TRUE,source,source.geo.region_iso_code,keyword,core,,CA-QC,Region ISO code.,field1152
9.1.0-dev,TRUE,source,source.geo.region_name,keyword,core,,Quebec,Region name.,field1153
9.1.0-dev,TRUE,source,source.geo.timezone,keyword,core,,America/Argentina/Buenos_Aires,Time zone.,field1154
9.1.0-dev,TRUE,source,source.ip,ip,core,,,IP address of the source.,field1155
9.1.0-dev,TRUE,source,source.mac,keyword,core,,00-00-5E-00-53-23,MAC address of the source.,field1156
9.1.0-dev,TRUE,source,source.nat.ip,ip,extended,,,Source NAT ip,field1157
9.1.0-dev,TRUE,source,source.nat.port,long,extended,,,Source NAT port,field1158
9.1.0-dev,TRUE,source,source.packets,long,core,,12,Packets sent from the source to the destination.,field1159
9.1.0-dev,TRUE,source,source.port,long,core,,,Port of the source.,field1160
9.1.0-dev,TRUE,source,source.registered_domain,keyword,extended,,example.com,"The highest registered source domain, stripped of the subdomain.",field1161
9.1.0-dev,TRUE,source,source.subdomain,keyword,extended,,east,The subdomain of the domain.,field1162
9.1.0-dev,TRUE,source,source.top_level_domain,keyword,extended,,co.uk,"The effective top level domain (com, org, net, co.uk).",field1163
9.1.0-dev,TRUE,source,source.user.domain,keyword,extended,,,Name of the directory the user is a member of.,field1164
9.1.0-dev,TRUE,source,source.user.email,keyword,extended,,,User email address.,field1165
9.1.0-dev,TRUE,source,source.user.full_name,keyword,extended,,Albert Einstein,"User's full name, if available.",field1166
9.1.0-dev,TRUE,source,source.user.full_name.text,match_only_text,extended,,Albert Einstein,"User's full name, if available.",field1167
9.1.0-dev,TRUE,source,source.user.group.domain,keyword,extended,,,Name of the directory the group is a member of.,field1168
9.1.0-dev,TRUE,source,source.user.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.,field1169
9.1.0-dev,TRUE,source,source.user.group.name,keyword,extended,,,Name of the group.,field1170
9.1.0-dev,TRUE,source,source.user.hash,keyword,extended,,,Unique user hash to correlate information for a user in anonymized form.,field1171
9.1.0-dev,TRUE,source,source.user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.,field1172
9.1.0-dev,TRUE,source,source.user.name,keyword,core,,a.einstein,Short name or login of the user.,field1173
9.1.0-dev,TRUE,source,source.user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.,field1174
9.1.0-dev,TRUE,source,source.user.roles,keyword,extended,array,"[""kibana_admin"", ""reporting_user""]",Array of user roles at the time of the event.,field1175
9.1.0-dev,TRUE,span,span.id,keyword,extended,,3ff9a8981b7ccd5a,Unique identifier of the span within the scope of its trace.,field1176
9.1.0-dev,TRUE,threat,threat.enrichments,nested,extended,array,,List of objects containing indicators enriching the event.,field1177
9.1.0-dev,TRUE,threat,threat.enrichments.indicator,object,extended,,,Object containing indicators enriching the event.,field1178
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.as.number,long,extended,,15169,Unique number allocated to the autonomous system.,field1179
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.as.organization.name,keyword,extended,,Google LLC,Organization name.,field1180
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.as.organization.name.text,match_only_text,extended,,Google LLC,Organization name.,field1181
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.confidence,keyword,extended,,Medium,Indicator confidence rating,field1182
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.description,keyword,extended,,IP x.x.x.x was observed delivering the Angler EK.,Indicator description,field1183
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.email.address,keyword,extended,,phish@example.com,Indicator email address,field1184
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.accessed,date,extended,,,Last time the file was accessed.,field1185
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.attributes,keyword,extended,array,"[""readonly"", ""system""]",Array of file attributes.,field1186
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.code_signature.digest_algorithm,keyword,extended,,sha256,Hashing algorithm used to sign the process.,field1187
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.code_signature.exists,boolean,core,,TRUE,Boolean to capture if a signature is present.,field1188
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.code_signature.flags,keyword,extended,,570522385,Code signing flags of the process,field1189
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.code_signature.signing_id,keyword,extended,,com.apple.xpc.proxy,The identifier used to sign the process.,field1190
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.code_signature.status,keyword,extended,,ERROR_UNTRUSTED_ROOT,Additional information about the certificate status.,field1191
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.code_signature.subject_name,keyword,core,,Microsoft Corporation,Subject name of the code signer,field1192
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.code_signature.team_id,keyword,extended,,EQHXZ8M8AV,The team identifier used to sign the process.,field1193
9.1.0-dev,TRUE,threat,threat.enrichments.indicator.file.code_signature.thumbprint_sha256,keyword,extended,,c0f23a8eb1cba0ccaa88483b5a234c96e4bdfec719bf458024e68c2a8183476b,SHA256 hash of the certificate.,field1194
